Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5042-1,2013-06-25,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-05-26,$3.32,$5.18,$1.86,30.0,$130.42,0.09,$3.01,$128.43,$2.04,$129.03
5042-1,2013-03-23,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,2013-03-26,$0.87,$1.81,$0.94,30.0,$61.10,0.03,$2.34,$58.66,$0.75,$61.51
5043-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Furniture,Small Pack,Express Air,2015-04-19,$2.29,$3.69,$1.40,7.0,$144.50,0.01,$14.87,$147.65,$0.50,$158.36
5046-1,2015-01-11,Katherine Nockton,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,2015-01-12,$3.88,$6.47,$2.59,34.0,$113.68,0.03,$7.95,$110.05,$1.22,$119.55
5047-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,Technology,Small Pack,Regular Air,2015-04-19,$2.26,$3.58,$1.32,11.0,$131.14,0.02,$6.33,$112.43,$5.47,$119.43
5047-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,2015-05-02,$8.71,$14.28,$5.57,32.0,$335.35,0.1,$33.53,$303.24,$2.99,$321.03
5047-1,2015-03-16,Candos Bawlak,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,2015-03-16,$2.29,$3.69,$1.40,50.0,$215.76,0.08,$12.78,$113.07,$0.50,$129.55
5047-1,2014-10-04,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Small Business,Tina Carlton,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2014-10-06,$13.88,$22.38,$8.50,6.0,$471.00,0.03,$0.00,$470.84,$15.10,$485.30
5048-1,2013-05-26,Denny Ordway,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths Standard Envelopes,Technology,Large Box,Regular Air,2013-05-26,$3.52,$5.68,$2.16,29.0,$136.32,0.0,$9.05,$128.14,$1.39,$129.53
5048-1,2014-09-22,Magdelene Mosse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014-09-22,$1.18,$1.88,$0.70,34.0,$41.00,0.03,$3.30,$38.94,$1.49,$40.93
5048-1,2013-06-15,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-06-17,$3.52,$5.68,$2.16,39.0,$138.52,0.08,$9.00,$128.02,$1.39,$129.53
5049-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-10-24,$1.09,$2.60,$1.51,1.0,$7.95,0.0,$0.63,$7.24,$2.40,$10.15
5049-1,2013-05-29,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,2013-05-29,$0.94,$2.08,$1.14,13.0,$8.32,0.04,$0.17,$8.15,$2.56,$10.71
5050-1,2016-09-06,Benjamin Patterson,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-09-08,$54.29,$90.48,$36.19,46.0,"$6,480.48",0.04,$68.84,"$5,365.38",$19.99,"$5,399.59"
5050-1,2013-04-19,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,2013-04-20,$5.33,$8.60,$3.27,25.0,$309.60,0.1,$18.58,$291.02,$6.19,$297.21
5050-1,2013-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-07-31,$10.07,$15.98,$5.91,38.0,$859.24,0.03,$57.59,$817.53,$4.00,$823.63
5051-1,2013-03-27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2013-03-27,$3.32,$5.18,$1.86,41.0,$147.24,0.08,$8.68,$126.76,$2.04,$124.27
5051-1,2014-06-23,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2014-06-23,$6.39,$19.98,$13.59,36.0,$123.42,0.05,$11.54,$120.74,$4.00,$122.16
5052-1,2014-03-06,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-03-07,$1.84,$2.88,$1.04,7.0,$498.50,0.04,$39.85,$455.50,$0.99,$456.12
5055-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,2016-11-16,$13.88,$22.38,$8.50,30.0,$135.34,0.08,$0.00,$138.44,$15.10,$142.46
5055-1,2013-09-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,2013-08-13,$1.59,$3.28,$1.71,1.0,$356.12,0.0,$0.00,$356.12,$0.98,$362.47
5055-1,2015-05-22,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2015-05-24,$4.79,$11.97,$7.18,12.0,$365.92,0.02,$0.00,$356.12,$5.81,$362.47
5055-1,2014-02-23,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014-02-26,$1.53,$2.78,$1.25,25.0,$356.92,0.07,$0.00,$356.12,$1.34,$362.47
5055-1,2013-09-18,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2013-09-25,$1.53,$2.78,$1.25,23.0,$356.12,0.02,$0.00,$356.12,$1.34,$362.47
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,2013-04-28,$12.39,$19.98,$7.59,16.0,$356.12,0.0,$0.00,$356.12,$5.77,$362.47
5055-1,2014-03-27,Miran Bettner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2014-04-03,$12.39,$19.98,$7.59,32.0,$356.12,0.1,$0.00,$356.12,$5.77,$362.47
5055-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-26,$4.79,$11.97,$7.18,39.0,$356.12,0.08,$0.00,$356.12,$5.81,$362.47
5055-1,2013-04-23,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-25,$4.79,$11.97,$7.18,43.0,$356.12,0.03,$0.00,$356.12,$5.81,$362.47
5055-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-04-03,$3.65,$5.98,$2.33,12.0,$55.60,0.1,$2.52,$53.28,$1.49,$53.22
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,2013-04-28,$2.25,$3.69,$1.44,29.0,$356.12,0.03,$0.00,$356.12,$2.50,$362.47
5056-1,2014-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2014-05-09,$1.09,$1.82,$0.73,2.0,$53.76,0.03,$2.04,$52.72,$1.00,$53.22
5056-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,2014-02-25,$1.84,$2.88,$1.04,2.0,$55.44,0.07,$0.91,$54.33,$0.99,$54.32
5058-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2017-02-04,$13.64,$20.98,$7.34,49.0,$806.22,0.07,$43.57,$851.97,$1.49,$893.74
5058-1,2013-04-20,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-04-22,$3.52,$5.68,$2.16,33.0,$136.24,0.04,$1.28,$127.16,$1.39,$129.22
5059-1,2015-04-08,Carol Triggs,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-04-09,$3.32,$5.18,$1.86,7.0,$449.84,0.07,$4.48,$442.84,$2.04,$428.85
5059-1,2013-03-26,Mick Brown,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2013-03-28,$3.32,$5.18,$1.86,8.0,$139.44,0.09,$4.31,$132.65,$2.04,$133.46
5059-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014-04-05,$2.29,$3.69,$1.40,47.0,$160.54,0.03,$1.61,$158.93,$0.50,$159.63
5059-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-05-31,$5.33,$8.60,$3.27,32.0,$61.36,0.03,$4.84,$56.90,$6.19,$59.61
5059-1,2014-05-03,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,2014-05-05,$3.14,$4.91,$1.77,25.0,$176.32,0.05,$19.61,$158.93,$0.50,$159.93
5059-1,2013-04-28,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-04-28,$6.39,$19.98,$13.59,45.0,$139.86,0.04,$1.40,$138.46,$4.00,$142.46
5059-1,2015-06-27,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,2015-06-27,$2.29,$3.58,$1.29,37.0,$151.46,0.06,$9.12,$127.56,$1.63,$129.51
5059-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013-12-08,$4.46,$10.89,$6.43,10.0,$163.32,0.01,$3.76,$158.56,$4.50,$169.77
5059-1,2015-06-24,Beth Paige,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-06-25,$1.84,$2.88,$1.04,37.0,$165.92,0.04,$5.40,$158.96,$0.99,$169.75
5059-1,2015-02-03,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2015-02-15,$1.92,$3.26,$1.34,35.0,$151.29,0.03,$1.51,$149.75,$1.86,$140.78
5059-2,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015-01-21,$3.32,$5.18,$1.86,41.0,$53.24,0.08,$1.19,$52.93,$2.04,$53.23
5060-1,2013-04-27,Noah Childs,"165 Oxford Street,Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2013-04-28,$1.18,$1.88,$0.70,42.0,$35.96,0.0,$0.00,$35.96,$1.49,$39.56
5060-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-10,$10.07,$15.98,$5.91,50.0,$538.38,0.09,$58.19,$522.39,$4.00,$539.79
5060-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-06-29,$2.31,$3.78,$1.47,38.0,$13.38,0.06,$0.13,$13.13,$0.71,$14.76
5062-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-05-02,$10.07,$15.98,$5.91,31.0,$623.22,0.0,$56.09,$567.13,$4.00,$571.13
5062-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-03-06,$1.60,$2.62,$1.02,25.0,$66.35,0.1,$3.97,$64.95,$0.80,$69.45
5063-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-02-20,$4.53,$7.30,$2.77,37.0,$77.80,0.04,$2.52,$74.94,$7.72,$72.43
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2013-05-03,$5.33,$8.60,$3.27,23.0,$599.76,0.05,$59.98,$539.78,$6.19,$542.77
5064-1,2013-05-02,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2013-05-02,$36.02,$58.10,$22.08,9.0,$599.76,0.03,$59.98,$539.78,$1.49,$542.77
5064-1,2015-08-14,Jiner Carlon,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-08-15,$5.33,$8.60,$3.27,13.0,$433.48,0.02,$12.04,$420.84,$6.19,$418.39
5064-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013-10-12,$2.74,$4.49,$1.75,38.0,$48.40,0.09,$2.47,$45.34,$1.49,$46.91
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,2013-05-03,$36.02,$58.10,$22.08,15.0,$599.76,0.04,$59.98,$539.78,$1.49,$542.77
5064-1,2013-05-02,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-05-03,$1.94,$3.08,$1.14,19.0,$599.76,0.1,$59.98,$532.78,$0.99,$542.77
5065-1,2013-06-20,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-06-22,$1.84,$2.88,$1.04,2.0,$56.78,0.07,$1.20,$53.04,$0.99,$59.22
5066-1,2013-05-02,Troy Staebel,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013-05-03,$16.85,$27.18,$10.33,26.0,"$1,357.20",0.08,$67.86,"$1,289.34",$8.33,"$1,309.33"
5068-1,2013-07-30,Panelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,2013-07-31,$3.52,$5.68,$2.16,8.0,$113.60,0.1,$7.95,$105.65,$1.39,$107.04
5068-1,2013-05-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-05-03,$8.82,$20.99,$12.17,12.0,$579.20,0.0,$0.00,$538.30,$4.81,$599.11
5069-1,2013-02-11,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,2013-02-12,$1.53,$2.47,$0.94,42.0,$119.80,0.05,$4.89,$116.37,$1.02,$119.69
5070-1,2014-10-29,Mike Gockenbach,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2014-10-21,$3.52,$5.68,$2.16,29.0,$91.14,0.03,$5.65,$87.49,$1.39,$88.39
5070-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,2013-07-31,$5.50,$12.22,$6.72,27.0,$431.78,0.1,$58.53,$392.63,$2.85,$399.93
5071-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-05-09,$2.45,$3.89,$1.44,5.0,$91.28,0.07,$5.37,$85.73,$7.01,$88.84
5071-1,2013-10-04,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013-10-05,$2.87,$6.84,$3.97,43.0,$230.96,0.06,$6.75,$213.83,$4.42,$214.03
5071-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014-04-05,$2.25,$3.69,$1.44,25.0,$137.48,0.1,$5.21,$122.73,$2.50,$123.03
5071-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015-07-20,$3.40,$5.40,$2.00,47.0,$80.86,0.03,$18.25,$88.11,$7.78,$79.98
5072-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2014-06-10,$2.18,$3.52,$1.34,18.0,$93.36,0.01,$9.65,$88.09,$6.83,$88.39
5075-1,2013-05-05,Dave Kipp,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2013-05-10,$10.07,$15.98,$5.91,49.0,$543.32,0.05,$54.33,$488.99,$4.00,$492.99
5075-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,2013-05-06,$10.07,$15.98,$5.91,7.0,$543.32,0.03,$54.33,$488.99,$4.00,$492.99
5076-1,2013-08-01,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2013-08-02,$4.03,$9.38,$5.35,23.0,$273.32,0.09,$4.76,$261.79,$7.28,$263.86
5076-1,2013-09-11,Pauline Webber,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-09-21,$3.52,$5.68,$2.16,33.0,$518.96,0.08,$4.35,$512.69,$1.39,$523.97
5076-1,2013-03-07,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2013-03-10,$1.19,$1.98,$0.79,43.0,$58.00,0.01,$3.42,$53.58,$4.77,$54.28
5077-1,2013-03-26,Mick Brown,"324A King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-28,$2.50,$5.68,$3.18,46.0,$133.44,0.04,$4.00,$129.44,$3.60,$132.08
5078-1,2013-05-31,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-31,$3.42,$8.34,$4.92,44.0,$283.52,0.07,$2.35,$264.59,$2.64,$263.77
5078-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-29,$3.52,$5.68,$2.16,16.0,$125.02,0.1,$3.15,$126.71,$1.39,$128.72
5079-1,2014-05-19,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014-05-19,$1.09,$2.60,$1.51,10.0,$154.98,0.04,$9.40,$146.78,$2.40,$149.78
5079-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-01-17,$2.26,$3.58,$1.32,4.0,$152.04,0.09,$12.52,$122.78,$5.47,$124.76
5080-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-05-02,$2.26,$3.58,$1.32,42.0,$381.20,0.06,$22.52,$259.99,$5.47,$243.99
5083-1,2013-05-14,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-15,$54.52,$100.97,$46.45,42.0,"$1,514.55",0.01,$151.46,"$1,363.10",$7.18,"$1,370.28"
5083-1,2013-05-10,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-11,$54.52,$100.97,$46.45,34.0,"$1,514.55",0.07,$151.46,"$1,363.10",$7.18,"$1,370.28"
5083-1,2014-02-03,Mathew Reese,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-02-04,$54.52,$100.97,$46.45,23.0,"$1,514.55",0.07,$121.26,"$1,363.10",$7.18,"$1,370.28"
5083-1,2013-06-18,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Binder Posts,Technology,Jumbo Drum,Delivery Truck,2013-06-20,$3.50,$5.74,$2.24,13.0,$57.00,0.04,$3.42,$53.58,$5.01,$49.28
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013-05-15,$2.52,$4.00,$1.48,35.0,$76.00,0.04,$6.84,$69.16,$1.30,$70.46
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013-05-15,$2.52,$4.00,$1.48,36.0,$76.00,0.03,$6.84,$69.16,$1.30,$70.46
5086-1,2015-05-06,Michelle Lonsdale,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015-05-08,$21.97,$35.44,$13.47,40.0,$581.88,0.03,$58.19,$523.69,$4.92,$538.79
5086-1,2013-05-14,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013-05-15,$13.88,$22.38,$8.50,48.0,$581.88,0.1,$58.19,$523.69,$15.10,$538.79
5087-1,2013-05-14,Scot Wooten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2013-05-16,$21.56,$36.55,$14.99,16.0,"$1,644.75",0.1,$164.48,"$1,480.28",$13.89,"$1,494.17"
